name,description,category.level_1,category.level_2,category.level_3,brand,attributes.color,attributes.size,attributes.material,pricing.cost_price,pricing.selling_price,pricing.currency,inventory.storage_type,inventory.shelf_life_days,logistics.weight_kg,logistics.fragile,logistics.hazardous
"DAP Silicone Sealant (Red, Small)",100% waterproof silicone sealant cartridge,DIY & Hardware,Adhesives & Sealants,Silicone Sealant,DAP,Red,Small,Epoxy,11.05,15.44,USD,Normal,545,0.35,FALSE,FALSE
"3M Safety Goggles (Blue, One Size)",Anti-fog safety goggles for eye protection,DIY & Hardware,Safety Equipment,Safety Goggles,3M,Blue,One Size,Polycarbonate,8.76,12.65,USD,Normal,0,0.18,FALSE,FALSE
"Nova Drop Cloth (Black, Standard)",Canvas drop cloth for painting projects,DIY & Hardware,Paint & Painting Supplies,Drop Cloth,Nova,Black,Standard,Polyester,17.08,24.06,USD,Normal,730,1.183,FALSE,TRUE
"DAP Silicone Sealant (Grey, Small)",100% waterproof silicone sealant cartridge,DIY & Hardware,Adhesives & Sealants,Silicone Sealant,DAP,Grey,Small,Silicone,7.2,9.76,USD,Normal,545,0.339,FALSE,TRUE
"Philips LED Light Bulb Pack (Grey, Pack of 4)",Energy-efficient LED bulbs pack of 4,DIY & Hardware,Electrical Supplies,LED Light Bulb Pack,Philips,Grey,Pack of 4,Metal/Plastic,11.04,17.89,USD,Normal,0,0.408,FALSE,FALSE
"DAP Caulk Gun (Black, Pack of 2)",Heavy-duty caulking gun with smooth trigger,DIY & Hardware,Adhesives & Sealants,Caulk Gun,DAP,Black,Pack of 2,Epoxy,8.52,14.55,USD,Normal,545,0.569,FALSE,TRUE
"MSA Hard Hat (Silver, Standard)",ANSI-rated hard hat for construction safety,DIY & Hardware,Safety Equipment,Hard Hat,MSA,Silver,Standard,ABS Plastic,21.5,33.98,USD,Normal,0,0.479,FALSE,FALSE
"Craftsman Screwdriver Set (Green, Professional)",Multi-piece screwdriver set with magnetic tips,DIY & Hardware,Hand Tools,Screwdriver Set,Craftsman,Green,Professional,Chrome Vanadium,8.76,11.28,USD,Normal,0,0.974,FALSE,FALSE
"Trimaco Drop Cloth (Yellow/Black, Standard)",Canvas drop cloth for painting projects,DIY & Hardware,Paint & Painting Supplies,Drop Cloth,Trimaco,Yellow/Black,Standard,Acrylic,11.87,16.44,USD,Normal,730,1.246,FALSE,FALSE
"Lutron Smart Light Switch (Silver, Pack of 4)",Wi-Fi enabled smart light switch,DIY & Hardware,Electrical Supplies,Smart Light Switch,Lutron,Silver,Pack of 4,Plastic,15.94,28.69,USD,Normal,0,0.221,FALSE,FALSE
"Craftsman Screwdriver Set (Green, 12-Piece)",Multi-piece screwdriver set with magnetic tips,DIY & Hardware,Hand Tools,Screwdriver Set,Craftsman,Green,12-Piece,Plastic/Steel,13.86,23.2,USD,Normal,0,0.838,FALSE,FALSE
"DeWalt Knee Pads (Grey, Standard)",Gel knee pads for flooring and tiling work,DIY & Hardware,Safety Equipment,Knee Pads,DeWalt,Grey,Standard,Nylon,14.73,20.01,USD,Normal,0,0.435,FALSE,FALSE
"Craftsman Allen Key Set (Orange/Black, Professional)",Hex key set in metric and SAE sizes,DIY & Hardware,Hand Tools,Allen Key Set,Craftsman,Orange/Black,Professional,Chrome Vanadium,7.17,10.56,USD,Normal,0,0.488,FALSE,FALSE
"Newborn Caulk Gun (Black, Large)",Heavy-duty caulking gun with smooth trigger,DIY & Hardware,Adhesives & Sealants,Caulk Gun,Newborn,Black,Large,Polyurethane,7.28,10.53,USD,Normal,545,0.479,FALSE,FALSE
"Elmer's Super Glue (Orange/Black, Small)",Fast-bonding cyanoacrylate super glue,DIY & Hardware,Adhesives & Sealants,Super Glue,Elmer's,Orange/Black,Small,Silicone,6.26,8.51,USD,Normal,545,0.032,FALSE,TRUE
"Little Giant Extension Ladder (Green, Heavy Duty) - Variant 2",Multi-section extension ladder,DIY & Hardware,Ladders & Storage,Extension Ladder,Little Giant,Green,Heavy Duty,Aluminium,85.77,121.79,USD,Normal,0,15.916,FALSE,FALSE
"Nova Drop Cloth (Silver, Standard)",Canvas drop cloth for painting projects,DIY & Hardware,Paint & Painting Supplies,Drop Cloth,Nova,Silver,Standard,Acrylic,12.48,19.04,USD,Normal,730,0.938,FALSE,FALSE
"Kohler Faucet Repair Kit (Black, Standard)",Universal faucet cartridge repair kit,DIY & Hardware,Plumbing Supplies,Faucet Repair Kit,Kohler,Black,Standard,Stainless Steel,9.95,17.25,USD,Normal,0,0.312,FALSE,FALSE
"Gorilla Construction Adhesive (Black, Large)",Heavy-duty construction adhesive cartridge,DIY & Hardware,Adhesives & Sealants,Construction Adhesive,Gorilla,Black,Large,Polyurethane,6.29,9.04,USD,Normal,545,0.539,FALSE,FALSE
"Hillman Drywall Anchor Kit (Blue, 100-Piece)",Self-drilling drywall anchors with screws,DIY & Hardware,Fasteners & Fixings,Drywall Anchor Kit,Hillman,Blue,100-Piece,Stainless Steel,7.25,11.09,USD,Normal,0,0.221,FALSE,FALSE
"DeWalt Belt Sander (Orange/Black, 20V)",Belt sander for fast material removal on wood,DIY & Hardware,Power Tools,Belt Sander,DeWalt,Orange/Black,20V,Composite,69.36,104.49,USD,Normal,0,3.39,FALSE,FALSE
"3M Ear Protection Muffs (Red, Large) - Variant 2",Noise-reducing ear muffs for job sites,DIY & Hardware,Safety Equipment,Ear Protection Muffs,3M,Red,Large,Polycarbonate,10.94,17.84,USD,Normal,0,0.308,FALSE,FALSE
"Honeywell Hard Hat (Grey, Standard)",ANSI-rated hard hat for construction safety,DIY & Hardware,Safety Equipment,Hard Hat,Honeywell,Grey,Standard,Polycarbonate,14.46,21.43,USD,Normal,0,0.498,FALSE,FALSE
"Skil Bench Grinder (Orange/Black, Compact)",Benchtop grinder for sharpening and shaping metal,DIY & Hardware,Power Tools,Bench Grinder,Skil,Orange/Black,Compact,Composite,75.55,107.88,USD,Normal,0,8.238,FALSE,FALSE
"Skil Belt Sander (Green, 18V)",Belt sander for fast material removal on wood,DIY & Hardware,Power Tools,Belt Sander,Skil,Green,18V,Plastic/Metal,78.98,136.88,USD,Normal,0,3.555,FALSE,FALSE
"Trimaco Drop Cloth (Black, Quart)",Canvas drop cloth for painting projects,DIY & Hardware,Paint & Painting Supplies,Drop Cloth,Trimaco,Black,Quart,Latex,19.15,28.11,USD,Normal,730,1.226,FALSE,FALSE
"Everbilt Concrete Anchor Bolts (Blue, 50-Piece)",Wedge anchors for securing to concrete,DIY & Hardware,Fasteners & Fixings,Concrete Anchor Bolts,Everbilt,Blue,50-Piece,Nylon,20.75,31.05,USD,Normal,0,1.12,FALSE,FALSE
"National Hardware Hinges Pack (Blue, 100-Piece)",Steel door hinges pack of 3,DIY & Hardware,Fasteners & Fixings,Hinges Pack,National Hardware,Blue,100-Piece,Stainless Steel,9.27,12.99,USD,Normal,0,0.814,FALSE,FALSE
"Loctite Construction Adhesive (Blue, Large)",Heavy-duty construction adhesive cartridge,DIY & Hardware,Adhesives & Sealants,Construction Adhesive,Loctite,Blue,Large,Polyurethane,8.33,11.97,USD,Normal,545,0.576,FALSE,TRUE
"Seville Classics Garage Storage Shelving (Green, Heavy Duty)",Heavy-duty steel storage shelving unit,DIY & Hardware,Ladders & Storage,Garage Storage Shelving,Seville Classics,Green,Heavy Duty,Steel,61.42,111.55,USD,Normal,0,19.29,FALSE,FALSE
"DeWalt Knee Pads (Green, One Size) - Variant 2",Gel knee pads for flooring and tiling work,DIY & Hardware,Safety Equipment,Knee Pads,DeWalt,Green,One Size,Polycarbonate,11.91,18.36,USD,Normal,0,0.464,FALSE,FALSE
"Delta Shower Head (Grey, Standard)",High-pressure rain shower head,DIY & Hardware,Plumbing Supplies,Shower Head,Delta,Grey,Standard,Stainless Steel,11.81,17.02,USD,Normal,0,0.635,FALSE,FALSE
"3M Cable Ties Pack (Yellow/Black, 100-Piece)",Nylon cable ties assorted sizes,DIY & Hardware,Fasteners & Fixings,Cable Ties Pack,3M,Yellow/Black,100-Piece,Brass,11.36,14.96,USD,Normal,0,0.276,FALSE,FALSE
"Kohler Faucet Repair Kit (Green, Standard)",Universal faucet cartridge repair kit,DIY & Hardware,Plumbing Supplies,Faucet Repair Kit,Kohler,Green,Standard,Stainless Steel,15.29,20.18,USD,Normal,0,0.25,FALSE,FALSE
"OXO Plunger (Red, Standard)",Heavy-duty toilet plunger with sturdy handle,DIY & Hardware,Plumbing Supplies,Plunger,OXO,Red,Standard,PVC,6,10.56,USD,Normal,0,0.637,FALSE,FALSE
"3M Safety Goggles (Green, One Size)",Anti-fog safety goggles for eye protection,DIY & Hardware,Safety Equipment,Safety Goggles,3M,Green,One Size,Polycarbonate,11.69,17.72,USD,Normal,0,0.123,FALSE,FALSE
"Klein Tools Screwdriver Set (Green, 6-Piece)",Multi-piece screwdriver set with magnetic tips,DIY & Hardware,Hand Tools,Screwdriver Set,Klein Tools,Green,6-Piece,Plastic/Steel,15.55,21.1,USD,Normal,0,1.112,FALSE,FALSE
"Everbilt Machine Bolt Set (Yellow/Black, 200-Piece) - Variant 2",Zinc-plated machine bolts and nuts assortment,DIY & Hardware,Fasteners & Fixings,Machine Bolt Set,Everbilt,Yellow/Black,200-Piece,Stainless Steel,8.97,14.97,USD,Normal,0,0.999,FALSE,FALSE
"Johnson & Johnson First Aid Kit (Red, Large)",Compact first aid kit for job sites,DIY & Hardware,Safety Equipment,First Aid Kit,Johnson & Johnson,Red,Large,Polycarbonate,25.76,37.57,USD,Normal,0,0.769,FALSE,FALSE
"Purdy Paint Roller Kit (Blue, Quart)",Paint roller kit with tray and covers,DIY & Hardware,Paint & Painting Supplies,Paint Roller Kit,Purdy,Blue,Quart,Acrylic,13.73,19.96,USD,Normal,730,0.704,FALSE,FALSE
"Milwaukee Cordless Nail Gun (Orange/Black, 12V)",Cordless brad nailer for trim and finish work,DIY & Hardware,Power Tools,Cordless Nail Gun,Milwaukee,Orange/Black,12V,Aluminium,105.97,151.68,USD,Normal,0,2.541,FALSE,FALSE
"Lutron Smart Light Switch (Red, Heavy Duty)",Wi-Fi enabled smart light switch,DIY & Hardware,Electrical Supplies,Smart Light Switch,Lutron,Red,Heavy Duty,Copper/PVC,21.4,37.78,USD,Normal,0,0.378,FALSE,TRUE
"ScotchBlue Painter's Tape (Silver, Standard)",Multi-surface painter's masking tape,DIY & Hardware,Paint & Painting Supplies,Painter's Tape,ScotchBlue,Silver,Standard,Cotton Canvas,6.76,11.46,USD,Normal,730,0.294,FALSE,FALSE
"Stanley Claw Hammer (Yellow/Black, 6-Piece)",Steel claw hammer with shock-absorbing grip,DIY & Hardware,Hand Tools,Claw Hammer,Stanley,Yellow/Black,6-Piece,Plastic/Steel,7.15,12.68,USD,Normal,0,0.637,FALSE,FALSE
"Husky Tool Chest Cabinet (Silver, 8ft)",Rolling tool chest with multiple drawers,DIY & Hardware,Ladders & Storage,Tool Chest Cabinet,Husky,Silver,8ft,Aluminium,152.9,246.11,USD,Normal,0,40.339,FALSE,FALSE
"Hillman Concrete Anchor Bolts (Red, 200-Piece)",Wedge anchors for securing to concrete,DIY & Hardware,Fasteners & Fixings,Concrete Anchor Bolts,Hillman,Red,200-Piece,Nylon,19.81,26.6,USD,Normal,0,0.446,FALSE,FALSE
"Loctite Super Glue (Yellow/Black, Pack of 2)",Fast-bonding cyanoacrylate super glue,DIY & Hardware,Adhesives & Sealants,Super Glue,Loctite,Yellow/Black,Pack of 2,Epoxy,3.36,4.72,USD,Normal,545,0.051,FALSE,TRUE
"Rust-Oleum Spray Paint Can (Green, Standard)",All-purpose gloss spray paint,DIY & Hardware,Paint & Painting Supplies,Spray Paint Can,Rust-Oleum,Green,Standard,Latex,5.85,10.13,USD,Normal,730,0.49,FALSE,TRUE
"Loctite Silicone Sealant (Red, Standard) - Variant 2",100% waterproof silicone sealant cartridge,DIY & Hardware,Adhesives & Sealants,Silicone Sealant,Loctite,Red,Standard,Epoxy,7.32,10.96,USD,Normal,545,0.306,FALSE,FALSE
"Simpson Strong-Tie Concrete Anchor Bolts (Blue, Assorted)",Wedge anchors for securing to concrete,DIY & Hardware,Fasteners & Fixings,Concrete Anchor Bolts,Simpson Strong-Tie,Blue,Assorted,Zinc-plated Steel,11.05,16.57,USD,Normal,0,0.435,FALSE,FALSE
"Irwin Wire Strippers (Green, Pack of 4)",Self-adjusting wire stripper and cutter,DIY & Hardware,Electrical Supplies,Wire Strippers,Irwin,Green,Pack of 4,Plastic,14.24,18.47,USD,Normal,0,0.207,FALSE,FALSE
"Gorilla Wood Glue (Orange/Black, Small)",Interior wood glue for strong bonds,DIY & Hardware,Adhesives & Sealants,Wood Glue,Gorilla,Orange/Black,Small,Polyurethane,5.67,9.98,USD,Normal,545,0.375,FALSE,FALSE
"Makita Circular Saw (Yellow/Black, Compact)","Circular saw for fast, precise wood cutting",DIY & Hardware,Power Tools,Circular Saw,Makita,Yellow/Black,Compact,Composite,136.19,181.78,USD,Normal,0,3.815,FALSE,FALSE
"Johnson Level Tool 24 inch (Yellow/Black, 6-Piece)",Aluminium spirit level with 3 vials,DIY & Hardware,Hand Tools,Level Tool 24 inch,Johnson,Yellow/Black,6-Piece,Plastic/Steel,15.55,21.29,USD,Normal,0,0.87,FALSE,FALSE
"Minwax Wood Stain (Orange/Black, 1 Gallon)","Penetrating wood stain, quart size",DIY & Hardware,Paint & Painting Supplies,Wood Stain,Minwax,Orange/Black,1 Gallon,Latex,11.73,21.12,USD,Normal,730,0.554,FALSE,FALSE
"Bosch Jigsaw (Silver, Compact)",Jigsaw with orbital action for curved cuts,DIY & Hardware,Power Tools,Jigsaw,Bosch,Silver,Compact,Steel,55.55,71.57,USD,Normal,0,1.878,FALSE,FALSE
"Everbilt Threaded Rod (Yellow/Black, 200-Piece) - Variant 2",Zinc-plated threaded rod for heavy fastening,DIY & Hardware,Fasteners & Fixings,Threaded Rod,Everbilt,Yellow/Black,200-Piece,Stainless Steel,14.38,22.62,USD,Normal,0,1.475,FALSE,FALSE
"Craftsman Level Tool 24 inch (Silver, Professional)",Aluminium spirit level with 3 vials,DIY & Hardware,Hand Tools,Level Tool 24 inch,Craftsman,Silver,Professional,Steel,18.33,28.2,USD,Normal,0,0.982,FALSE,FALSE
"Speakman Shower Head (Green, Universal)",High-pressure rain shower head,DIY & Hardware,Plumbing Supplies,Shower Head,Speakman,Green,Universal,Stainless Steel,15.3,26.97,USD,Normal,0,0.381,FALSE,FALSE
"Stanley Adjustable Wrench Set (Black, Compact)",Chrome vanadium adjustable wrench set,DIY & Hardware,Hand Tools,Adjustable Wrench Set,Stanley,Black,Compact,Aluminium,14.84,25.68,USD,Normal,0,0.922,FALSE,FALSE
"Honeywell Dust Mask Pack (Blue, Standard)",N95 dust masks pack of 10,DIY & Hardware,Safety Equipment,Dust Mask Pack,Honeywell,Blue,Standard,Polycarbonate,8.64,12.21,USD,Normal,0,0.265,FALSE,FALSE
"Ryobi Reciprocating Saw (Black, 12V)",Reciprocating saw for demolition and rough cuts,DIY & Hardware,Power Tools,Reciprocating Saw,Ryobi,Black,12V,Plastic/Metal,56.1,88.79,USD,Normal,0,2.616,FALSE,FALSE
"Ridgid Pipe Wrench (Silver, 1/2 inch)",Cast iron pipe wrench for plumbing work,DIY & Hardware,Plumbing Supplies,Pipe Wrench,Ridgid,Silver,1/2 inch,Rubber,12.01,20.94,USD,Normal,0,1.594,FALSE,FALSE
"DeWalt Reciprocating Saw (Orange/Black, Heavy Duty)",Reciprocating saw for demolition and rough cuts,DIY & Hardware,Power Tools,Reciprocating Saw,DeWalt,Orange/Black,Heavy Duty,Composite,108.22,141.35,USD,Normal,0,2.101,FALSE,FALSE
"Stanley Claw Hammer (Orange/Black, 6-Piece)",Steel claw hammer with shock-absorbing grip,DIY & Hardware,Hand Tools,Claw Hammer,Stanley,Orange/Black,6-Piece,Aluminium,10.1,13.56,USD,Normal,0,0.643,FALSE,FALSE
"3M Safety Goggles (Silver, One Size)",Anti-fog safety goggles for eye protection,DIY & Hardware,Safety Equipment,Safety Goggles,3M,Silver,One Size,ABS Plastic,5.95,8.41,USD,Normal,0,0.117,FALSE,FALSE
"Hillman Threaded Rod (Grey, Assorted)",Zinc-plated threaded rod for heavy fastening,DIY & Hardware,Fasteners & Fixings,Threaded Rod,Hillman,Grey,Assorted,Stainless Steel,14.56,21.05,USD,Normal,0,1.147,FALSE,FALSE
"Craftsman Tool Chest Cabinet (Red, Heavy Duty)",Rolling tool chest with multiple drawers,DIY & Hardware,Ladders & Storage,Tool Chest Cabinet,Craftsman,Red,Heavy Duty,Steel,117.41,197.03,USD,Normal,0,51.54,FALSE,FALSE
"Little Giant Aluminium Step Ladder (Green, Heavy Duty)",Lightweight aluminium step ladder,DIY & Hardware,Ladders & Storage,Aluminium Step Ladder,Little Giant,Green,Heavy Duty,Steel,56.72,83.4,USD,Normal,0,6.286,FALSE,FALSE
"DeWalt Jigsaw (Yellow/Black, Compact)",Jigsaw with orbital action for curved cuts,DIY & Hardware,Power Tools,Jigsaw,DeWalt,Yellow/Black,Compact,Steel,90.84,137.95,USD,Normal,0,1.822,FALSE,FALSE
"Philips LED Light Bulb Pack (Orange/Black, Pack of 4)",Energy-efficient LED bulbs pack of 4,DIY & Hardware,Electrical Supplies,LED Light Bulb Pack,Philips,Orange/Black,Pack of 4,Metal/Plastic,10.92,14.8,USD,Normal,0,0.475,FALSE,TRUE
"3M Wire Connectors Pack (Black, Pack of 4)",Twist-on wire connectors assorted sizes,DIY & Hardware,Electrical Supplies,Wire Connectors Pack,3M,Black,Pack of 4,Copper/PVC,7.6,10.33,USD,Normal,0,0.24,FALSE,FALSE
"DeWalt Bench Grinder (Black, 18V)",Benchtop grinder for sharpening and shaping metal,DIY & Hardware,Power Tools,Bench Grinder,DeWalt,Black,18V,Aluminium,54.53,92.37,USD,Normal,0,7.19,FALSE,FALSE
"Southwire Wire Strippers (Grey, Pack of 10)",Self-adjusting wire stripper and cutter,DIY & Hardware,Electrical Supplies,Wire Strippers,Southwire,Grey,Pack of 10,Copper/PVC,22.03,36.95,USD,Normal,0,0.226,FALSE,FALSE
"Behr Interior Wall Paint 1 Gallon (Black, 1 Gallon)",Premium interior latex wall paint,DIY & Hardware,Paint & Painting Supplies,Interior Wall Paint 1 Gallon,Behr,Black,1 Gallon,Latex,44.37,59.32,USD,Normal,730,4.768,FALSE,FALSE
"Gorilla Epoxy Resin Kit (Green, Small)",Two-part epoxy adhesive kit,DIY & Hardware,Adhesives & Sealants,Epoxy Resin Kit,Gorilla,Green,Small,Epoxy,7.14,12.18,USD,Normal,545,0.39,FALSE,FALSE
"Toughbuilt Knee Pads (Black, Large)",Gel knee pads for flooring and tiling work,DIY & Hardware,Safety Equipment,Knee Pads,Toughbuilt,Black,Large,Nylon,20.14,27.31,USD,Normal,0,0.514,FALSE,FALSE
"Ridgid Pipe Wrench (Yellow/Black, Standard)",Cast iron pipe wrench for plumbing work,DIY & Hardware,Plumbing Supplies,Pipe Wrench,Ridgid,Yellow/Black,Standard,Rubber,14.73,23.64,USD,Normal,0,1.609,FALSE,FALSE
"Irwin Hand Saw (Green, 6-Piece)",Fine-tooth hand saw for wood cutting,DIY & Hardware,Hand Tools,Hand Saw,Irwin,Green,6-Piece,Steel,11.81,18.94,USD,Normal,0,0.491,FALSE,FALSE
"Minwax Wood Stain (Blue, Quart)","Penetrating wood stain, quart size",DIY & Hardware,Paint & Painting Supplies,Wood Stain,Minwax,Blue,Quart,Latex,11.36,18.01,USD,Normal,730,0.579,FALSE,FALSE
"DeWalt Rotary Hammer Drill (Silver, 18V)",SDS rotary hammer for concrete drilling,DIY & Hardware,Power Tools,Rotary Hammer Drill,DeWalt,Silver,18V,Aluminium,141.61,222.27,USD,Normal,0,3.592,FALSE,FALSE
"Adventure Medical First Aid Kit (Orange/Black, One Size)",Compact first aid kit for job sites,DIY & Hardware,Safety Equipment,First Aid Kit,Adventure Medical,Orange/Black,One Size,Leather,12.81,17.21,USD,Normal,0,0.706,FALSE,FALSE
"Klein Tools Screwdriver Set (Black, 6-Piece)",Multi-piece screwdriver set with magnetic tips,DIY & Hardware,Hand Tools,Screwdriver Set,Klein Tools,Black,6-Piece,Aluminium,21.11,31.23,USD,Normal,0,1.129,FALSE,FALSE
"ProFlex Knee Pads (Silver, One Size)",Gel knee pads for flooring and tiling work,DIY & Hardware,Safety Equipment,Knee Pads,ProFlex,Silver,One Size,Leather,9.83,17.14,USD,Normal,0,0.462,FALSE,FALSE
"Triton Products Pegboard Organizer Kit (Blue, 8ft)",Pegboard wall organizer with hooks,DIY & Hardware,Ladders & Storage,Pegboard Organizer Kit,Triton Products,Blue,8ft,Steel,18.71,29.22,USD,Normal,0,3.649,FALSE,FALSE
"Bosch Jigsaw (Silver, Heavy Duty)",Jigsaw with orbital action for curved cuts,DIY & Hardware,Power Tools,Jigsaw,Bosch,Silver,Heavy Duty,Plastic/Metal,96.87,139.63,USD,Normal,0,1.932,FALSE,FALSE
"Sylvania LED Light Bulb Pack (Red, Standard)",Energy-efficient LED bulbs pack of 4,DIY & Hardware,Electrical Supplies,LED Light Bulb Pack,Sylvania,Red,Standard,Plastic,9.97,15.55,USD,Normal,0,0.347,FALSE,FALSE
"Wera Allen Key Set (Black, Compact)",Hex key set in metric and SAE sizes,DIY & Hardware,Hand Tools,Allen Key Set,Wera,Black,Compact,Plastic/Steel,9.08,13.91,USD,Normal,0,0.279,FALSE,FALSE
"Legrand Electrical Outlet (Yellow/Black, Standard)",Tamper-resistant duplex electrical outlet,DIY & Hardware,Electrical Supplies,Electrical Outlet,Legrand,Yellow/Black,Standard,Copper/PVC,3.74,5.94,USD,Normal,0,0.154,FALSE,FALSE
"Irwin Wire Strippers (Silver, Heavy Duty)",Self-adjusting wire stripper and cutter,DIY & Hardware,Electrical Supplies,Wire Strippers,Irwin,Silver,Heavy Duty,Metal/Plastic,17.11,28.32,USD,Normal,0,0.26,FALSE,FALSE
"Bosch Cordless Multi-Tool (Red, Standard)","Oscillating multi-tool for cutting, sanding and scraping",DIY & Hardware,Power Tools,Cordless Multi-Tool,Bosch,Red,Standard,Composite,84.68,143.91,USD,Normal,0,1.027,FALSE,FALSE
"Bosch Rotary Hammer Drill (Silver, 12V)",SDS rotary hammer for concrete drilling,DIY & Hardware,Power Tools,Rotary Hammer Drill,Bosch,Silver,12V,Aluminium,93.39,135.97,USD,Normal,0,3.139,FALSE,FALSE
"Wera Screwdriver Set (Silver, 12-Piece)",Multi-piece screwdriver set with magnetic tips,DIY & Hardware,Hand Tools,Screwdriver Set,Wera,Silver,12-Piece,Plastic/Steel,19.08,25.07,USD,Normal,0,0.509,FALSE,FALSE
"Craftsman Tool Chest Cabinet (Silver, 8ft)",Rolling tool chest with multiple drawers,DIY & Hardware,Ladders & Storage,Tool Chest Cabinet,Craftsman,Silver,8ft,Aluminium,237.57,347.31,USD,Normal,0,53.945,FALSE,FALSE
"Stanley Tool Box Organizer (Blue, Compact)",Portable toolbox with removable tray,DIY & Hardware,Hand Tools,Tool Box Organizer,Stanley,Blue,Compact,Plastic/Steel,20.2,28.83,USD,Normal,0,2.23,FALSE,FALSE
"Hillman Threaded Rod (Black, Assorted)",Zinc-plated threaded rod for heavy fastening,DIY & Hardware,Fasteners & Fixings,Threaded Rod,Hillman,Black,Assorted,Brass,12.88,17.12,USD,Normal,0,1.191,FALSE,FALSE
"Honeywell Dust Mask Pack (Yellow/Black, Medium)",N95 dust masks pack of 10,DIY & Hardware,Safety Equipment,Dust Mask Pack,Honeywell,Yellow/Black,Medium,Nylon,10.67,14.35,USD,Normal,0,0.272,FALSE,FALSE
"Sylvania LED Light Bulb Pack (Grey, Pack of 10)",Energy-efficient LED bulbs pack of 4,DIY & Hardware,Electrical Supplies,LED Light Bulb Pack,Sylvania,Grey,Pack of 10,Plastic,15.93,23.12,USD,Normal,0,0.227,FALSE,FALSE
"DAP Caulk Gun (Green, Pack of 2)",Heavy-duty caulking gun with smooth trigger,DIY & Hardware,Adhesives & Sealants,Caulk Gun,DAP,Green,Pack of 2,Cyanoacrylate,7.97,11.18,USD,Normal,545,0.561,FALSE,FALSE
